n,q,width,depth,tc,td,h,cnot
6,5,12,277,148,48,50,268
6,5,10,108,61,21,20,102
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,10,143,75,23,26,144
6,5,10,169,96,32,32,164
6,5,12,278,148,48,50,269
6,5,10,169,96,32,32,164
6,5,12,268,141,45,48,262
6,5,12,197,108,36,36,188
6,5,12,207,121,37,42,221
6,5,12,268,141,45,48,262
6,5,10,159,89,29,30,157
6,5,10,159,89,29,30,157
6,5,12,268,141,45,48,262
6,5,10,170,96,32,32,165
6,5,10,160,89,29,30,158
6,5,10,170,96,32,32,165
6,5,8,89,56,20,18,84
6,5,10,170,96,32,32,165
6,5,12,277,148,48,50,268
6,5,10,160,89,29,30,158
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,142,75,23,26,143
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,159,89,29,30,157
6,5,10,160,89,29,30,158
6,5,10,159,89,29,30,157
6,5,12,277,148,48,50,268
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,160,89,29,30,158
6,5,10,159,89,29,30,157
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,133,68,20,24,137
6,5,12,187,101,33,34,181
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,278,148,48,50,269
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,267,141,45,48,261
6,5,10,159,89,29,30,157
6,5,10,160,89,29,30,158
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,10,142,75,23,26,143
6,5,12,277,148,48,50,268
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,10,142,75,23,26,143
6,5,12,268,141,45,48,262
6,5,10,160,89,29,30,158
6,5,10,159,89,29,30,157
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,170,96,32,32,165
6,5,10,159,89,29,30,157
6,5,10,170,96,32,32,165
6,5,10,170,96,32,32,165
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,143,75,23,26,144
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,267,141,45,48,261
6,5,12,277,148,48,50,268
6,5,10,142,75,23,26,143
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,170,96,32,32,165
6,5,12,187,101,33,34,181
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,12,250,127,39,44,247
6,5,12,198,108,36,36,189
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,12,267,141,45,48,261
6,5,10,159,89,29,30,157
6,5,10,160,89,29,30,158
6,5,12,277,148,48,50,268
6,5,12,267,141,45,48,261
6,5,10,99,69,21,24,117
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,160,89,29,30,158
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,10,117,68,24,22,108
6,5,10,169,96,32,32,164
6,5,12,278,148,48,50,269
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,159,89,29,30,157
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,8,79,49,17,16,77
6,5,10,142,75,23,26,143
6,5,12,278,148,48,50,269
6,5,12,277,148,48,50,268
6,5,12,250,127,39,44,247
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,12,268,141,45,48,262
6,5,12,277,148,48,50,268
6,5,12,250,127,39,44,247
6,5,12,277,148,48,50,268
6,5,10,170,96,32,32,165
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,10,142,75,23,26,143
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,12,267,141,45,48,261
6,5,12,225,120,40,40,212
6,5,12,197,108,36,36,188
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,12,277,148,48,50,268
6,5,10,170,96,32,32,165
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,160,89,29,30,158
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,12,226,120,40,40,213
6,5,12,277,148,48,50,268
6,5,10,170,96,32,32,165
6,5,10,109,76,24,26,124
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,268,141,45,48,262
6,5,12,267,141,45,48,261
6,5,10,160,89,29,30,158
6,5,10,160,89,29,30,158
6,5,12,197,108,36,36,188
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,12,268,141,45,48,262
6,5,10,142,75,23,26,143
6,5,12,277,148,48,50,268
6,5,10,160,89,29,30,158
6,5,10,133,68,20,24,137
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,12,197,108,36,36,188
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,267,141,45,48,261
6,5,10,118,68,24,22,109
6,5,10,160,89,29,30,158
6,5,12,277,148,48,50,268
6,5,12,198,108,36,36,189
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,216,113,37,38,206
6,5,12,277,148,48,50,268
6,5,10,143,75,23,26,144
6,5,10,170,96,32,32,165
6,5,10,170,96,32,32,165
6,5,12,268,141,45,48,262
6,5,10,169,96,32,32,164
6,5,10,160,89,29,30,158
6,5,12,198,108,36,36,189
6,5,10,169,96,32,32,164
6,5,10,160,89,29,30,158
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,12,278,148,48,50,269
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,12,277,148,48,50,268
6,5,10,160,89,29,30,158
6,5,12,268,141,45,48,262
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,160,89,29,30,158
6,5,10,109,76,24,26,124
6,5,12,268,141,45,48,262
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,160,89,29,30,158
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,12,267,141,45,48,261
6,5,12,216,113,37,38,206
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,278,148,48,50,269
6,5,10,169,96,32,32,164
6,5,12,250,127,39,44,247
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,12,278,148,48,50,269
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,12,278,148,48,50,269
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,12,250,127,39,44,247
6,5,12,268,141,45,48,262
6,5,10,169,96,32,32,164
6,5,12,207,121,37,42,221
6,5,12,267,141,45,48,261
6,5,12,268,141,45,48,262
6,5,10,109,76,24,26,124
6,5,10,159,89,29,30,157
6,5,12,278,148,48,50,269
6,5,10,169,96,32,32,164
6,5,12,278,148,48,50,269
6,5,10,169,96,32,32,164
6,5,10,160,89,29,30,158
6,5,12,188,101,33,34,182
6,5,10,170,96,32,32,165
6,5,12,198,108,36,36,189
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,12,278,148,48,50,269
6,5,10,170,96,32,32,165
6,5,10,143,75,23,26,144
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,278,148,48,50,269
6,5,10,143,75,23,26,144
6,5,10,169,96,32,32,164
6,5,12,217,128,40,44,228
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,12,268,141,45,48,262
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,12,197,108,36,36,188
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,170,96,32,32,165
6,5,10,107,61,21,20,101
6,5,12,197,108,36,36,188
6,5,12,278,148,48,50,269
6,5,10,169,96,32,32,164
6,5,12,268,141,45,48,262
6,5,10,160,89,29,30,158
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,12,225,120,40,40,212
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,133,68,20,24,137
6,5,12,277,148,48,50,268
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,12,278,148,48,50,269
6,5,10,160,89,29,30,158
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,10,170,96,32,32,165
6,5,10,169,96,32,32,164
6,5,12,198,108,36,36,189
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,12,277,148,48,50,268
6,5,10,169,96,32,32,164
6,5,10,109,76,24,26,124
6,5,10,160,89,29,30,158
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,169,96,32,32,164
6,5,10,159,89,29,30,157
6,5,10,160,89,29,30,158
6,5,10,170,96,32,32,165
6,5,10,159,89,29,30,157
6,5,10,170,96,32,32,165
6,5,10,159,89,29,30,157
6,5,12,267,141,45,48,261
